Image_ID,Question,Image_Path,Answer,Other Option 1,Other Option 2,Other Option 3
71wQamtHwwL,What material is the Tadka Pan body made of?,1832270b.jpg,Aluminium,Steel,Cast Iron,Ceramic
71wQamtHwwL,Does the Tadka Pan have a metal stand?,1832270b.jpg,Yes,No,Partially,Not visible
61b8Xr7u-9L,What is this product?,3c3b472f.jpg,Frying Pan,Saucepan,Skillet,Pot
61b8Xr7u-9L,Which category best describes this product?,3c3b472f.jpg,Cookware,Bakeware,Cutlery,Tableware
61b8Xr7u-9L,What is the primary color of this frying pan?,3c3b472f.jpg,Blue,Black,Silver,Red
61b8Xr7u-9L,What is the diameter of this frying pan?,3c3b472f.jpg,24 cm,18 cm,30 cm,28 cm
61b8Xr7u-9L,What is the approximate capacity of this frying pan?,3c3b472f.jpg,2 liters,1 liter,3 liters,4 liters
61b8Xr7u-9L,Does the frying pan have a handle?,3c3b472f.jpg,yes,no,partially,not visible
61o7nm6hZfL,What is this product?,90225fdb.jpg,Frypan,Saucepan,Skillet,Pot
61o7nm6hZfL,Which category best describes this product?,90225fdb.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
61o7nm6hZfL,What is the primary color of this frypan?,90225fdb.jpg,Brown,Black,Silver,Red
61o7nm6hZfL,What is the shape of this frypan?,90225fdb.jpg,Round,Square,Rectangular,Oval
61o7nm6hZfL,What material is the handle made of?,90225fdb.jpg,Silver,Brown,Black,Gold
61o7nm6hZfL,How many rivets are visible on the frypan?,90225fdb.jpg,Four,Two,Three,One
71pP5bjqhLL,What is this product?,6f39115c.jpg,Frypan,Saucepan,Skillet,Pot
71pP5bjqhLL,Which category best describes this product?,6f39115c.jpg,Cookware,Bakeware,Tableware,Cutlery
71pP5bjqhLL,What is the primary color of this frypan?,6f39115c.jpg,Brown,Black,Silver,Red
71pP5bjqhLL,What is the shape of this frypan?,6f39115c.jpg,Round,Square,Oval,Rectangular
71pP5bjqhLL,What material is this frypan made of?,6f39115c.jpg,Aluminum,Steel,Cast iron,Ceramic
71pP5bjqhLL,Does this frypan have a lid?,6f39115c.jpg,No,Yes,Partially,Not visible
81xXsicjK0L,What is this product?,7b659b65.jpg,Saucepan,Frying pan,Stockpot,Skillet
81xXsicjK0L,Which category best describes this product?,7b659b65.jpg,Cookware,Kitchen Utensils,Tableware,Bakeware
81xXsicjK0L,What is the primary color of this Saucepan?,7b659b65.jpg,Silver,Black,Gold,Copper
81xXsicjK0L,"Does this saucepan have a lid, based on the image?",7b659b65.jpg,Yes,No,Partially,Not visible
81xXsicjK0L,What material appears to be used for the handle?,7b659b65.jpg,Metal,Wood,Plastic,Silicone
81xXsicjK0L,How many visible holes are present on the side of the saucepan?,7b659b65.jpg,Four,Two,Six,Zero
81mBaGJxyxL,What is this product?,71bcc78b.jpg,Fry pan,Saucepan,Skillet,Wok
81mBaGJxyxL,Which category best describes this product?,71bcc78b.jpg,Cookware,Bakeware,Cutlery,Tableware
81mBaGJxyxL,What is the primary color of this fry pan?,71bcc78b.jpg,Red,Black,Silver,Blue
81mBaGJxyxL,Is the handle riveted?,71bcc78b.jpg,Yes,No,Partially,Not visible
81mBaGJxyxL,What material is the handle made of?,71bcc78b.jpg,Bakelite,Metal,Wood,Plastic
81mBaGJxyxL,Is the pan non-stick?,71bcc78b.jpg,Yes,No,Partially,Not visible
91a0E531oKL,What is this product?,8ae5ebc0.jpg,Frying Pan,Saucepan,Skillet,Kadai
91a0E531oKL,Which category best describes this product?,8ae5ebc0.jpg,Cookware,Bakeware,Tableware,Cutlery
91a0E531oKL,What is the primary color of this Frying Pan?,8ae5ebc0.jpg,Black,Silver,Brown,Gray
91a0E531oKL,What material is the handle made of?,8ae5ebc0.jpg,Wood,Plastic,Metal,Silicone
91a0E531oKL,Does the frying pan have a non-stick coating?,8ae5ebc0.jpg,Yes,No,Partially,Not visible
91a0E531oKL,Is the frying pan suitable for induction cooktops?,8ae5ebc0.jpg,Yes,No,Partially,Not applicable
71mOGnscWcL,What is this product?,542797b8.jpg,Fry pan,Saucepan,Skillet,Pot
71mOGnscWcL,Which category best describes this product?,542797b8.jpg,Cookware,Kitchen Utensils,Tableware,Bakeware
71mOGnscWcL,What is the primary color of this fry pan?,542797b8.jpg,Silver,Black,Gold,Copper
71mOGnscWcL,Does this fry pan have a lid?,542797b8.jpg,Yes,No,Partially,Not visible
71mOGnscWcL,What material is the handle made of?,542797b8.jpg,Stainless steel,Plastic,Wood,Silicone
71mOGnscWcL,What is the approximate diameter of the fry pan?,542797b8.jpg,12 inch,8 inch,10 inch,14 inch
61UZj6RWlZL,What is this product?,e4018a86.jpg,Kadhai,Pan,wok,Frypan
61UZj6RWlZL,Which category best describes this product?,e4018a86.jpg,Cookware,Kitchen Utensils,Tableware,Bakeware
61UZj6RWlZL,What is the primary color of this Kadhai?,e4018a86.jpg,Red,Black,Silver,Blue
61UZj6RWlZL,What is the diameter of this Kadhai?,e4018a86.jpg,22cm,18cm,24cm,28cm
61UZj6RWlZL,What is the approximate capacity of this Kadhai?,e4018a86.jpg,2.5 liters,1.5 liters,3.5 liters,5 liters
61UZj6RWlZL,How many handles does this Kadhai have?,e4018a86.jpg,Two,One,Three,None
61cCfrGN75L,What is this product?,8e8c76f0.jpg,Tawa,Tawa,Frying pan,Skillet
61cCfrGN75L,Which category best describes this product?,8e8c76f0.jpg,Cookware,Cookware,Bakeware,Tableware
61cCfrGN75L,What is the primary color of this tawa?,8e8c76f0.jpg,Black,Black,Silver,Red
61cCfrGN75L,Is the handle of the tawa riveted?,8e8c76f0.jpg,Yes,Yes,No,Partially
61cCfrGN75L,Does the tawa appear to be concave?,8e8c76f0.jpg,Yes,Yes,No,Partially
61cCfrGN75L,What material is the handle made of?,8e8c76f0.jpg,Bakelite,Bakelite,Wood,Metal
91sHcUvnqGL,What is this product?,11b881a3.jpg,Tawa,Tawa,Frying pan,Skillet
91sHcUvnqGL,Which category best describes this product?,11b881a3.jpg,Cookware,Cookware,Bakeware,Tableware
91sHcUvnqGL,What is the primary color of this Tawa?,11b881a3.jpg,Black,Black,Red,Silver
91sHcUvnqGL,Is the tawa's handle made of metal?,11b881a3.jpg,no,yes,no,partially
91sHcUvnqGL,Does the tawa appear to have a non-stick surface?,11b881a3.jpg,yes,yes,no,partially
91sHcUvnqGL,Is the tawa compatible with induction cooking?,11b881a3.jpg,yes,yes,no,partially
51+HMfyUDLL,What is this product?,4a162e63.jpg,Tawa,Frying pan,Saucepan,Skillet
51+HMfyUDLL,Which category best describes this product?,4a162e63.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
51+HMfyUDLL,What is the primary color of this Tawa?,4a162e63.jpg,Red,Silver,Black,Blue
51+HMfyUDLL,Is this tawa non-stick?,4a162e63.jpg,Yes,No,Partially,Not visible
51+HMfyUDLL,Is the handle visible in the image?,4a162e63.jpg,Yes,No,Partially,Not applicable
51+HMfyUDLL,What is the shape of the cooking surface?,4a162e63.jpg,Round,Square,Rectangular,Oval
61ImKDrbgUL,What is this product?,6abf5218.jpg,Fry pan,Saucepan,Skillet,Wok
61ImKDrbgUL,Which category best describes this product?,6abf5218.jpg,Cookware,Bakeware,Tableware,Cutlery
61ImKDrbgUL,What is the primary color of this fry pan?,6abf5218.jpg,Black,Silver,Red,Blue
61ImKDrbgUL,Does this fry pan have a grill surface?,6abf5218.jpg,Yes,No,Partially,Not visible
61ImKDrbgUL,What material is the handle of this fry pan made of?,6abf5218.jpg,Bakelite,Wood,Metal,Silicone
61ImKDrbgUL,Is the fry pan's handle riveted?,6abf5218.jpg,Yes,No,Partially,Not visible
81jbxRR+joL,What is this product?,0a2b23d5.jpg,Skillet,Frying pan,Saucepan,Pot
81jbxRR+joL,Which category best describes this product?,0a2b23d5.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
81jbxRR+joL,What is the primary color of this skillet?,0a2b23d5.jpg,Black,Silver,Brown,White
81jbxRR+joL,What is the diameter of this skillet (approximately)?,0a2b23d5.jpg,12 inch,8 inch,10 inch,14 inch
81jbxRR+joL,How many handles does this skillet have?,0a2b23d5.jpg,Two,One,Three,Zero
81jbxRR+joL,What material is this skillet made of?,0a2b23d5.jpg,Cast iron,Stainless steel,Aluminum,Ceramic
312SLtq2YvL,What is this product?,e788cb4d.jpg,Grill Pan,Frying Pan,Saucepan,Skillet
312SLtq2YvL,Which category best describes this product?,e788cb4d.jpg,Cookware,Bakeware,Tableware,Cutlery
312SLtq2YvL,What is the primary color of this grill pan?,e788cb4d.jpg,Red,Black,Blue,Green
312SLtq2YvL,What is the shape of the grilling surface?,e788cb4d.jpg,Square,Round,Rectangular,Oval
312SLtq2YvL,What is the color of the pan's interior?,e788cb4d.jpg,Off-white,Black,Red,Dark Grey
312SLtq2YvL,Is the handle attached?,e788cb4d.jpg,yes,no,partially,not visible
710znZ0LlIL,What is this product?,5047cce2.jpg,Frying pan,Frying pan,Saucepan,Pot
710znZ0LlIL,Which category best describes this product?,5047cce2.jpg,Cookware,Cookware,Bakeware,Tableware
710znZ0LlIL,What is the primary color of this frying pan?,5047cce2.jpg,Silver,Silver,Black,Gold
710znZ0LlIL,Is the frying pan's handle riveted?,5047cce2.jpg,Yes,Yes,No,Partially
710znZ0LlIL,What is the shape of the frying pan?,5047cce2.jpg,Round,Round,Square,Oval
710znZ0LlIL,Does the frying pan appear to have a non-stick surface?,5047cce2.jpg,No,Yes,No,Partially
713qokH34JL,What is this product?,4c98b2d4.jpg,Fry pan,Saucepan,Skillet,Pot
713qokH34JL,Which category best describes this product?,4c98b2d4.jpg,Cookware,Bakeware,Dinnerware,Cutlery
713qokH34JL,What is the primary color of this fry pan?,4c98b2d4.jpg,Silver,Black,Gold,Copper
713qokH34JL,Does this fry pan have a lid?,4c98b2d4.jpg,Yes,No,Partially,Not visible
713qokH34JL,What is the material of this fry pan?,4c98b2d4.jpg,Stainless steel,Ceramic,Cast iron,Copper
713qokH34JL,Is the handle of the fry pan attached?,4c98b2d4.jpg,Yes,No,Partially,Not visible
91DkVGuBxjL,What is this product?,201b49f6.jpg,Cast iron skillet,Frying pan,Saucepan,Griddle
91DkVGuBxjL,Which category best describes this product?,201b49f6.jpg,Cookware,Bakeware,Cutlery,Tableware
91DkVGuBxjL,What is the primary color of this cast iron skillet?,201b49f6.jpg,Black,Silver,Brown,Red
91DkVGuBxjL,Does this skillet have a helper handle?,201b49f6.jpg,Yes,No,Partially,Not visible
91DkVGuBxjL,What is the approximate size of the skillet?,201b49f6.jpg,12 inch,8 inch,10 inch,14 inch
91DkVGuBxjL,Is the handle of the skillet long?,201b49f6.jpg,Yes,No,Short,Medium
91AN7H4KuZL,What is this product?,83c19efb.jpg,Fry pan,Saucepan,Skillet,Wok
91AN7H4KuZL,Which category best describes this product?,83c19efb.jpg,Cookware,Bakeware,Dinnerware,Cutlery
91AN7H4KuZL,What is the primary color of this fry pan?,83c19efb.jpg,Black,Silver,Red,Brown
91AN7H4KuZL,What material is the handle made of?,83c19efb.jpg,Bakelite,Metal,Wood,Plastic
91AN7H4KuZL,Does this fry pan have a non-stick surface?,83c19efb.jpg,No,Yes,Partially,Not visible
91AN7H4KuZL,Is the handle riveted?,83c19efb.jpg,Yes,No,Partially,Not visible
81dxcHT0a5L,What is this product?,66e09d6a.jpg,Tawa,Frying pan,Saucepan,Skillet
81dxcHT0a5L,Which category best describes this product?,66e09d6a.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
81dxcHT0a5L,What is the primary color of this Tawa?,66e09d6a.jpg,Red,Black,Silver,White
81dxcHT0a5L,Is the handle of the tawa made of metal?,66e09d6a.jpg,No,Yes,Partially,Not visible
81dxcHT0a5L,Is the tawa suitable for induction cooktops?,66e09d6a.jpg,Yes,No,Partially,Unknown
81dxcHT0a5L,What is the apparent coating on the tawa's cooking surface?,66e09d6a.jpg,Non-stick,Ceramic,Enamel,Stainless steel
71UF-AhD8kL,What is this product?,bf5b6807.jpg,Skillet,Frying pan,Saucepan,Pot
71UF-AhD8kL,Which category best describes this product?,bf5b6807.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
71UF-AhD8kL,What is the primary color of this skillet?,bf5b6807.jpg,Black,Silver,Brown,Red
71UF-AhD8kL,What is the diameter of this skillet?,bf5b6807.jpg,"15""","12""","10""","8"""
71UF-AhD8kL,How many people does this skillet serve?,bf5b6807.jpg,6-7,2-3,4-5,8-10
71UF-AhD8kL,What is the approximate weight of this skillet?,bf5b6807.jpg,4.9 kg,2.5 kg,1.5 kg,7.0 kg
71-lKx-RarL,What is this product?,b735cd6f.jpg,Frying Pan,Frying Pan,Saucepan,Skillet
71-lKx-RarL,Which category best describes this product?,b735cd6f.jpg,Cookware,Cookware,Bakeware,Cutlery
71-lKx-RarL,What is the primary color of this frying pan?,b735cd6f.jpg,Blue,Blue,Black,Red
71-lKx-RarL,What type of coating is visible on the frying pan's surface?,b735cd6f.jpg,Honeycomb,Honeycomb,Marble,Granite
71-lKx-RarL,What material is the handle made of?,b735cd6f.jpg,Plastic,Plastic,Metal,Wood
71-lKx-RarL,Does the frying pan have a non-stick surface?,b735cd6f.jpg,Yes,Yes,No,Partially
A1ykLGi7WuL,What is this product?,96152ce6.jpg,Tawa,Tawa,Frying Pan,Skillet
A1ykLGi7WuL,Which category best describes this product?,96152ce6.jpg,Cookware,Cookware,Bakeware,Tableware
A1ykLGi7WuL,What is the primary color of this Tawa?,96152ce6.jpg,Black,Black,Silver,Red
A1ykLGi7WuL,Is the tawa's handle made of wood?,96152ce6.jpg,no,yes,no,partially
A1ykLGi7WuL,Is the tawa round or square?,96152ce6.jpg,Round,Round,Square,Rectangular
A1ykLGi7WuL,Does the tawa appear to have a non-stick surface?,96152ce6.jpg,yes,yes,no,partially
61AWGGuGTnL,What is this product?,8b03f055.jpg,Frying Pan,Saucepan,Skillet,Pot
61AWGGuGTnL,Which category best describes this product?,8b03f055.jpg,Cookware,Bakeware,Cutlery,Tableware
61AWGGuGTnL,What is the primary color of this frying pan?,8b03f055.jpg,Silver,Black,Gold,Copper
61AWGGuGTnL,What material is the handle made of?,8b03f055.jpg,Soft-grip,Wood,Metal,Plastic
61AWGGuGTnL,Does the frying pan have a non-stick surface?,8b03f055.jpg,Yes,No,Partially,Not visible
61AWGGuGTnL,Is there a hole in the handle for hanging storage?,8b03f055.jpg,Yes,No,Partially,Not visible
71R2H-92U9L,What is this product?,e1e40f41.jpg,Fry pans,Saucepans,Casseroles,Woks
71R2H-92U9L,Which category best describes this product?,e1e40f41.jpg,Cookware,Bakeware,Cutlery,Tableware
71R2H-92U9L,What is the primary color of this fry pan?,e1e40f41.jpg,Black,Silver,Red,Blue
71R2H-92U9L,How many fry pans are shown in the image?,e1e40f41.jpg,Two,One,Three,Four
71R2H-92U9L,What material are the handles made of?,e1e40f41.jpg,Plastic,Metal,Wood,Silicone
71R2H-92U9L,Are the fry pans shown with lids?,e1e40f41.jpg,No,Yes,Partially,Not visible
916hQWxQQtL,What is this product?,6b8c90e7.jpg,Tawa,Frying pan,Saucepan,Kadai
916hQWxQQtL,Which category best describes this product?,6b8c90e7.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
916hQWxQQtL,What is the primary color of this Tawa?,6b8c90e7.jpg,Black,Silver,Brown,Red
916hQWxQQtL,What material is the tawa made of?,6b8c90e7.jpg,Aluminium,Steel,Cast iron,Ceramic
916hQWxQQtL,Does the tawa have a non-stick coating?,6b8c90e7.jpg,Yes,No,Partially,Not visible
916hQWxQQtL,What is the shape of the tawa?,6b8c90e7.jpg,Round,Square,Oval,Rectangular
8116H-pbopL,What is this product?,52d010aa.jpg,Fry pan set,Skillet set,Sauce pan set,Pot set
8116H-pbopL,Which category best describes this product?,52d010aa.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
8116H-pbopL,What is the primary color of this fry pan set?,52d010aa.jpg,Gray,Silver,Black,Brown
8116H-pbopL,How many fry pans are included in this set?,52d010aa.jpg,Two,One,Three,Four
8116H-pbopL,What material are the handles made of?,52d010aa.jpg,Metal,Plastic,Wood,Silicone
8116H-pbopL,Are the fry pans dishwasher safe?,52d010aa.jpg,No,Yes,Partially,Not visible
8172d4YRUML,What is this product?,f96acf0c.jpg,Frying Pan,Saucepan,Skillet,Pot
8172d4YRUML,Which category best describes this product?,f96acf0c.jpg,Cookware,Bakeware,Tableware,Cutlery
8172d4YRUML,What is the primary color of this frying pan?,f96acf0c.jpg,Gray,Black,Silver,Brown
8172d4YRUML,What material is the handle made of?,f96acf0c.jpg,Wood,Plastic,Metal,Silicone
8172d4YRUML,Is the frying pan non-stick?,f96acf0c.jpg,Yes,No,Partially,Not visible
8172d4YRUML,Does the pan have a wooden handle?,f96acf0c.jpg,Yes,No,Partially,Not visible
71HFl7tXSlL,What is this product?,bb1ddfe1.jpg,Kadai,Wok,Frying pan,Saucepan
71HFl7tXSlL,Which category best describes this product?,bb1ddfe1.jpg,Cookware,Kitchen Utensils,Tableware,Baking Supplies
71HFl7tXSlL,What is the primary color of this Kadai?,bb1ddfe1.jpg,Black,Silver,Red,Blue
71HFl7tXSlL,Does this Kadai have a lid?,bb1ddfe1.jpg,Yes,No,Partially,Not visible
71HFl7tXSlL,What material are the handles made of?,bb1ddfe1.jpg,Bakelite,Metal,Silicone,Wood
71HFl7tXSlL,Is the Kadai's surface hard anodized?,bb1ddfe1.jpg,Yes,No,Partially,Not visible
512RaBcvsnL,What is this product?,bb41e021.jpg,Tadka Pan,Frying Pan,Saucepan,wok
512RaBcvsnL,Which category best describes this product?,bb41e021.jpg,Cookware,Kitchen Utensils,Tableware,Bakeware
512RaBcvsnL,What is the primary color of this Tadka Pan?,bb41e021.jpg,Black,Silver,Red,White
512RaBcvsnL,Is the handle of the Tadka Pan riveted?,bb41e021.jpg,Yes,No,Partially,Not visible
512RaBcvsnL,What material is the Tadka Pan's body made of?,bb41e021.jpg,Aluminum,Steel,Cast Iron,Ceramic
512RaBcvsnL,Does the Tadka Pan have a non-stick coating?,bb41e021.jpg,Yes,No,Partially,Not visible
81ND4squ2-L,What is this product?,a0e01dd6.jpg,Tawa,Tawa,Frying pan,Skillet
81ND4squ2-L,Which category best describes this product?,a0e01dd6.jpg,Cookware,Cookware,Kitchen Utensils,Bakeware
81ND4squ2-L,What is the primary color of this Tawa?,a0e01dd6.jpg,Black,Black,Silver,Brown
81ND4squ2-L,Is the handle riveted to the tawa?,a0e01dd6.jpg,Yes,Yes,No,Partially
81ND4squ2-L,What material is the handle made of?,a0e01dd6.jpg,Bakelite,Bakelite,Wood,Metal
81ND4squ2-L,Is the tawa non-stick?,a0e01dd6.jpg,Yes,Yes,No,Partially
51MQRe7T4dL,What is this product?,cbfe5576.jpg,Frying Pan,Saucepan,Skillet,Pot
51MQRe7T4dL,Which category best describes this product?,cbfe5576.jpg,Cookware,Kitchen Utensils,Bakeware,Tableware
51MQRe7T4dL,What is the primary color of this frying pan?,cbfe5576.jpg,Silver,Black,Gold,Copper
51MQRe7T4dL,Does this frying pan have a non-stick surface?,cbfe5576.jpg,Yes,No,Partially,Not visible
51MQRe7T4dL,What type of handle does this frying pan have?,cbfe5576.jpg,Soft-grip,Metal,Wooden,Silicone
51MQRe7T4dL,Is there a hole in the handle for hanging?,cbfe5576.jpg,Yes,No,Partially,Not visible
91VmW-HI+zL,What is this product?,2291debc.jpg,Drawer,Box,Basket,Container
91VmW-HI+zL,Which category best describes this product?,2291debc.jpg,Storage,Furniture,Clothing,Organizer
91VmW-HI+zL,What is the primary color of this drawer?,2291debc.jpg,Pink,Red,Purple,Orange
91VmW-HI+zL,Does this drawer have a handle?,2291debc.jpg,Yes,No,Partially,Not visible
91VmW-HI+zL,Is the drawer material fabric?,2291debc.jpg,Yes,No,Plastic,Wood
91VmW-HI+zL,How many replacement drawers are mentioned?,2291debc.jpg,Five,One,Three,Ten
81yyyFdq59L,What is this product?,153958b9.jpg,Photo Frame,Picture Frame,Display Frame,Artwork Holder
81yyyFdq59L,Which category best describes this product?,153958b9.jpg,Home Decor,Office Supplies,Art Supplies,Gift Items
81yyyFdq59L,What is the primary color of this Photo Frame?,153958b9.jpg,Black,Silver,White,Brown
81yyyFdq59L,What is the approximate size of the photo this frame can hold (based on visual cues)?,153958b9.jpg,4x6 inch,5x7 inch,8x10 inch,11x14 inch
81yyyFdq59L,Is the frame design mostly rectangular or square?,153958b9.jpg,Rectangular,Square,Oval,Circular
81yyyFdq59L,Does the frame appear to have a stand or is it wall-mounted only?,153958b9.jpg,Stand,Wall-mounted,Both,None
510To5LmnNL,What is this product?,7f3b9855.jpg,Picture Frame,Photo Album,Document Holder,Poster
510To5LmnNL,Which category best describes this product?,7f3b9855.jpg,Home Decor,Office Supplies,Art Supplies,Furniture
510To5LmnNL,What is the primary color of this Picture Frame?,7f3b9855.jpg,Black,Brown,White,Silver
510To5LmnNL,"What size paper does this frame fit, according to the image?",7f3b9855.jpg,11x8.5 inch,8.5x11 inch,A4,A3
510To5LmnNL,Can this frame be hung both vertically and horizontally?,7f3b9855.jpg,Yes,No,Partially,Not visible
510To5LmnNL,Does the frame appear to have a stand?,7f3b9855.jpg,No,Yes,Partially,Not visible
91nV3gMljFL,What is this product?,595161ac.jpg,Framed print,Painting,Poster,Photograph
91nV3gMljFL,Which category best describes this product?,595161ac.jpg,Wall art,Home decor,Picture frame,Artwork
91nV3gMljFL,What is the primary color of this Framed print?,595161ac.jpg,Black and white,Blue,Red,Green
91nV3gMljFL,What type of ship is depicted in the print?,595161ac.jpg,Sailing ship,Steamboat,Motorboat,Warship
91nV3gMljFL,What is the frame color?,595161ac.jpg,White,Black,Brown,Silver
91nV3gMljFL,Is the print in a matted frame?,595161ac.jpg,Yes,No,Partially,Not visible
31nHD7OYcIL,What is this product?,bd236c97.jpg,Photo Frame,Picture Frame,Artwork Display,Decorative Frame
31nHD7OYcIL,Which category best describes this product?,bd236c97.jpg,Home Decor,Office Supplies,Art Supplies,Wall Decor
31nHD7OYcIL,What is the primary color of this Photo Frame?,bd236c97.jpg,Brass,Silver,Gold,Black
31nHD7OYcIL,What is the shape of this photo frame?,bd236c97.jpg,Wedge,Rectangular,Square,Oval
31nHD7OYcIL,Does the frame appear to be floating?,bd236c97.jpg,Yes,No,Partially,Not visible
31nHD7OYcIL,Approximately what size photo does this frame hold?,bd236c97.jpg,8x10 inch,5x7 inch,11x14 inch,16x20 inch
81qcZouj5mL,What is this product?,d09755cc.jpg,Storage organizer,Drawer organizer,Shelf organizer,Kitchen rack
81qcZouj5mL,Which category best describes this product?,d09755cc.jpg,Storage,Kitchenware,Bathroom accessories,Office supplies
81qcZouj5mL,What is the primary color of this storage organizer?,d09755cc.jpg,Silver,Black,White,Gold
81qcZouj5mL,How many tiers does this storage organizer have?,d09755cc.jpg,Two,One,Three,Four
81qcZouj5mL,Are the baskets removable?,d09755cc.jpg,Yes,No,Partially,Not visible
81qcZouj5mL,What material appears to be used for the construction?,d09755cc.jpg,Metal,Plastic,Wood,Glass
91uL6dzmB-L,What is this product?,674cbd20.jpg,Wall art,Painting,Poster,Print
91uL6dzmB-L,Which category best describes this product?,674cbd20.jpg,Home decor,Wall decor,Art,Framed art
91uL6dzmB-L,What is the primary color of this wall art?,674cbd20.jpg,White,Purple,Gold,Black
91uL6dzmB-L,What type of ship is depicted in the wall art?,674cbd20.jpg,Sailing ship,Steamship,Motorboat,Warship
91uL6dzmB-L,What is the color of the frame?,674cbd20.jpg,Black,White,Brown,Gold
91uL6dzmB-L,What is the style of the artwork?,674cbd20.jpg,Vintage,Modern,Abstract,Impressionist
61wQOce4SqL,What is this product?,c544f58f.jpg,Hydrangea,Rose,Tulip,Lily
61wQOce4SqL,Which category best describes this product?,c544f58f.jpg,Artificial Flowers,Home Decor,Wedding Supplies,Floral Arrangements
61wQOce4SqL,What is the primary color of this Hydrangea?,c544f58f.jpg,Blue,Pink,White,Purple
61wQOce4SqL,Are the leaves green?,c544f58f.jpg,Yes,No,Partially,Not visible
61wQOce4SqL,How many main flower heads are visible?,c544f58f.jpg,One,Two,Three,More than three
61wQOce4SqL,What is the shape of the flower arrangement?,c544f58f.jpg,Round,Oval,Square,Linear
71hnB3T8SsL,What is this product?,0bf2f1bd.jpg,Modular Drawer,Storage Box,Cabinet,Shelf
71hnB3T8SsL,Which category best describes this product?,0bf2f1bd.jpg,Storage Drawer Units,Kitchen Storage,Office Supplies,Bathroom Accessories
71hnB3T8SsL,What is the primary color of this Modular Drawer?,0bf2f1bd.jpg,Orange,White,Blue,Green
71hnB3T8SsL,How many racks does this modular drawer have?,0bf2f1bd.jpg,Five,Three,Seven,Two
71hnB3T8SsL,What material is this modular drawer made of?,0bf2f1bd.jpg,Plastic,Wood,Metal,Cardboard
71hnB3T8SsL,Is the drawer structure assembled or flat packed?,0bf2f1bd.jpg,Assembled,Flat-packed,Partially,Not Visible
91Lyt3l9p1L,What is this product?,47651a46.jpg,Drawers,Boxes,Bins,Containers
91Lyt3l9p1L,Which category best describes this product?,47651a46.jpg,Storage,Furniture,Home Decor,Clothing
91Lyt3l9p1L,What is the primary color of this Drawers?,47651a46.jpg,Blue,Gray,White,Pink
91Lyt3l9p1L,How many drawers are shown in the image?,47651a46.jpg,One,Four,Two,Three
91Lyt3l9p1L,What material are the drawers made from?,47651a46.jpg,Fabric,Plastic,Wood,Metal
91Lyt3l9p1L,Does the drawer have a handle?,47651a46.jpg,Yes,No,Partially,Not visible
61bfxTX5qeL,What is this product?,f7f6e307.jpg,Storage Baskets,Laundry Baskets,Gift Baskets,Trash Cans
61bfxTX5qeL,Which category best describes this product?,f7f6e307.jpg,Home Storage,Kitchen Utensils,Bathroom Accessories,Office Supplies
61bfxTX5qeL,What is the primary color of this Storage Baskets?,f7f6e307.jpg,Beige,White,Black,Brown
61bfxTX5qeL,How many storage baskets are in the set?,f7f6e307.jpg,Two,One,Three,Four
61bfxTX5qeL,What material are the baskets made of?,f7f6e307.jpg,Plastic,Wood,Metal,Wicker
61bfxTX5qeL,What is the general shape of the baskets?,f7f6e307.jpg,Rectangular,Square,Round,Oval
81UqvEhuKCL,What is this product?,39bb45b6.jpg,Photo Frame,Picture Frame,Collage Frame,Display Frame
81UqvEhuKCL,Which category best describes this product?,39bb45b6.jpg,Picture Frames,Home Decor,Photo Albums,Wall Art
81UqvEhuKCL,What is the primary color of this Photo Frame?,39bb45b6.jpg,Black,Brown,White,Silver
81UqvEhuKCL,How many panes does this photo frame have?,39bb45b6.jpg,Four,Two,Three,Six
81UqvEhuKCL,What size photos does each pane hold?,39bb45b6.jpg,4x6 inch,5x7 inch,8x10 inch,3x5 inch
81SZqdxpEzL,What is this product?,d873d2b5.jpg,Baskets,Containers,Organizers,Trays
81SZqdxpEzL,Which category best describes this product?,d873d2b5.jpg,Storage,Decor,Furniture,Kitchenware
81SZqdxpEzL,What is the primary color of this Baskets?,d873d2b5.jpg,Gold,Silver,Bronze,Copper
81SZqdxpEzL,How many baskets are in the set?,d873d2b5.jpg,Two,One,Three,Four
81SZqdxpEzL,What is the material of the baskets?,d873d2b5.jpg,Metal,Wicker,Plastic,Wood
81SZqdxpEzL,Are the baskets cylindrical in shape?,d873d2b5.jpg,Yes,No,Partially,Not visible
71mlx24uQXL,What is this product?,1b3b072e.jpg,Cookware set,Cookware set,Pan set,Pot set
71mlx24uQXL,Which category best describes this product?,1b3b072e.jpg,Cookware,Cookware,Kitchen Utensils,Dinnerware
71mlx24uQXL,What is the primary color of this cookware set?,1b3b072e.jpg,Pistachio,Pistachio,Silver,Black
71mlx24uQXL,How many pieces are in this cookware set?,1b3b072e.jpg,Six,Six,Four,Three
71mlx24uQXL,What material are the handles made of?,1b3b072e.jpg,Stainless steel,Stainless steel,Plastic,Silicone
71mlx24uQXL,What type of lids does this set include?,1b3b072e.jpg,Glass,Glass,Metal,Plastic
